"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","SerialNumber","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","DocketOriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","OnboardInjuryCount","OnGroundInjuryCount","ProbableCause","Findings","EventID","Latitude","Longitude ","Make","Model","AirCraftCategory","AirportID","AirportName","AmateurBuilt","NumberOfEngines","EngineType","Scheduled","PurposeOfFlight","FAR","AirCraftDamage","WeatherCondition","Operator","BroadPhaseofFlight","ReportStatus","RepGenFlag","MostRecentReportType","DocketUrl","ReportUrl"
"WPR13LA407","ACC","88038","2013-09-15T09:15:00Z","Lund","Nevada","United States",,"N1079K","24-3159","false","Aviation","DirectorBrief","2014-08-14T04:00:00Z","2014-04-28T20:51:00Z","None","0","0","0","0","0","The pilot’s failure to monitor the environment, which led to a collision with power lines during climbout. Contributing to the accident was the loss of engine power during low-altitude flight for reasons that could not be determined because postaccident examination of the airframe and engine did not reveal any mechanical malfunctions or failures that would have precluded normal operation, which led to a forced landing that the pilot subsequently aborted when the engine regained full power.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Not determined - Not determined - (general) - (general) - Unknown/Not determined, Environmental issues - Physical environment - Object/animal/substance - Wire - Contributed to outcome, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"38.771945000000002","-115.01361","MOONEY","M20J","AIR","ELY","ELY ARPT /YELLAND FLD/","false","1","REC",,"AOBV","091","Substantial","VMC","SMITH PLANE LLC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88038","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88038/pdf"
"ANC13CA098","ACC","88040","2013-09-14T13:45:00Z","Akhiok","Alaska","United States",,"N1544","1230","false","Aviation","DirectorBrief","2013-12-02T05:00:00Z","2013-11-20T14:47:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during takeoff in a gusty tailwind.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Not specified, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Not specified",,"57.191665","-154.50389000000001","DEHAVILLAND","BEAVER DHC 2","AIR",,,"false","1","REC","NSCH",,"135","Substantial","VMC","ANDREW AIRWAYS INC","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88040","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88040/pdf"
"WPR13LA408","ACC","88039","2013-09-14T13:24:00Z","Casa Grande","Arizona","United States",,"N6324B","34224","false","Aviation","DirectorBrief","2014-08-14T04:00:00Z","2014-04-15T20:36:00Z","None","0","0","0","0","0","A loss of engine power during final approach for reasons that could not be determined because postaccident examinations did not reveal any anomalies that would have precluded normal operation.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment",,"32.955275999999998","-111.768058","CESSNA","182A","AIR","KCGZ","Casa Grande Municipal Airport","false","1","REC",,"SKYD","091","Substantial","VMC","Phoenix Area Skydiving","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88039","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88039/pdf"
"CEN13IA563","INC","88141","2013-09-12T17:00:00Z","Austin","Texas","United States",,"N617BG","1253","false","Aviation","DirectorBrief","2015-02-04T05:00:00Z","2015-01-05T15:35:00Z","Minor","0","0","1","1","0","The pilot’s improper weight and balance calculations, which resulted in the airplane exceeding its weight and center-of-gravity limits and led to a loss of pitch control during takeoff, and the operator’s failure to obtain required weight information and to ensure that the flight was properly loaded.","Aircraft - Aircraft oper/perf/capability - Aircraft capability - CG/weight distribution - Capability exceeded, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - Operator, Personnel issues - Task performance - Planning/preparation - Weight/balance calculations - Pilot",,"30.180361999999999","-97.679671999999997","PILATUS AIRCRAFT LTD","PC-12/47E","AIR","AUS","Austin-Bergstrom International","false","1","TP","NSCH",,"135","Minor","VMC","FlighTime Business Jets, LLC","Standing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88141","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88141/pdf"
"WPR13CA425","ACC","88142","2013-09-12T15:30:00Z","Spanish Fork","Utah","United States",,"N87653","337M0222","false","Aviation","DirectorBrief","2014-02-04T05:00:00Z","2014-01-09T16:03:00Z","None","0","0","0","0","0","The pilot's failure to properly manage fuel which resulted in fuel exhaustion and subsequent loss of power to the forward engine.","Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot",,"40.138888999999999","-111.658607","CESSNA","M337B","AIR","U77","Spanish Fork Airport","false","2","REC",,"AOBV","091","Substantial","VMC","ARTEMIS INC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88142","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88142/pdf"
"ANC13CA108","ACC","88544","2013-09-07T16:30:00Z","Mentasta Lake","Alaska","United States",,"N432X","1850129","false","Aviation","DirectorBrief","2014-02-04T05:00:00Z","2014-01-23T13:06:00Z","None","0","0","0","0","0","The pilots improper flare, which resulted in a hard landing.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Delayed action - Pilot",,"62.738608999999997","-143.00361599999999","CESSNA","185","AIR",,,"false","1","REC","NSCH",,"135","Substantial","VMC","COPPER VALLEY AIR SERVICE LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88544","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88544/pdf"
"CEN13LA533","ACC","87997","2013-09-06T16:30:00Z","Atlantic","Iowa","United States",,"N7843","790","false","Aviation","DirectorBrief","2014-03-13T04:00:00Z","2013-12-20T13:34:00Z","Minor","0","0","1","1","0","The pilot’s delay in releasing product to reduce the airplane’s weight and improve its climb performance, which was reduced because of the high density altitude.","Personnel issues - Action/decision - Action - Delayed action - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Capability exceeded, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - High density altitude - Contributed to outcome",,"41.390101999999999","-95.009849000000003","GRUMMAN","G-164A","AIR",,,"false","1","REC",,"AAPL","137","Destroyed","VMC","SHENANDOAH FLIGHT SERVICE INC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87997","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87997/pdf"
"ANC13CA094","ACC","87996","2013-09-05T16:00:00Z","McGrath","Alaska","United States",,"N735LS","U20604937","false","Aviation","DirectorBrief","2013-12-02T05:00:00Z","2013-11-20T14:36:00Z","Minor","0","0","1","1","0","The pilot's decision to conduct a precautionary landing following a loss of altitude during takeoff initial climb.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,"61.918056","-154.557785","CESSNA","U206G","AIR",,,"false","1","REC","NSCH",,"135","Substantial","VMC","Alaska Skyways, Inc.","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87996","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87996/pdf"
"ERA13LA410","ACC","88016","2013-09-04T19:35:00Z","Woodrow","South Carolina","United States",,"N59JK","18801041","false","Aviation","DirectorBrief","2014-03-13T04:00:00Z","2014-01-14T20:44:00Z","Minor","0","0","1","1","0","A failure of the right rudder pedal arm due to corrosion as a result of inadequate maintenance and inspection of the rudder pedal assembly.","Aircraft - Aircraft systems - Flight control system - Rudder control system - Fatigue/wear/corrosion, Aircraft - Aircraft systems - Flight control system - Rudder control system - Failure, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Not serviced/maintained, Aircraft - Aircraft handling/service - Maintenance/inspections - Scheduled maint checks - Inadequate inspection, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel, Personnel issues - Task performance - Inspection - (general) - Maintenance personnel",,"34.094721999999997","-80.377776999999995","CESSNA","188B","AIR","None","Hopkins Air Field","false","1","REC",,"AAPL","137","Substantial","VMC",,"Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88016","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88016/pdf"
"CEN13LA551","ACC","88055","2013-09-04T15:00:00Z","Clemville","Texas","United States",,"N8251K","634B","false","Aviation","DirectorBrief","2014-02-03T05:00:00Z","2013-12-13T17:54:00Z","None","0","0","0","0","0","The uncommanded inflight application of parking brake due to a loose valve, which resulted in a noseover during landing.","Aircraft - Aircraft oper/perf/capability - Aircraft capability - Braking capability - Malfunction",,"29.046112000000001","-96.116668000000004","GRUMMAN ACFT ENG COR-SCHWEIZER","G 164B","AIR","NONE","Hlavinka Ag Strip","false","1","TP",,"AAPL","137","Substantial","VMC","FEHMEL PLANES INC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88055","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88055/pdf"
"CEN13LA539","ACC","88019","2013-09-04T08:58:00Z","Colorado Springs","Colorado","United States",,"N211AS","20700259","false","Aviation","DirectorBrief","2014-11-13T05:00:00Z",,"Minor","0","0","2","2","0","The pilot’s failure to establish the proper pitch attitude and airspeed during takeoff with the engine at maximum power, which resulted in the exceedance of the airplane’s climb performance capability.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Capability exceeded, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained",,"38.805830999999998","-104.700836","CESSNA","T207","AIR","COS","Colorado Springs Municipal","false","1","REC",,"AOBV","091","Substantial","VMC","Sanborn Map Company","Initial Climb","Completed",,"Final","","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88019/pdf"
"DCA13FA148","ACC","87932","2013-09-01T14:10:00Z","Telluride","Colorado","United States",,"N169GL","UE-169","false","Aviation","DirectorBrief","2015-09-02T04:00:00Z","2015-09-03T12:33:00Z","None","0","0","0","0","0","Failure of the left main landing gear actuator internal lock to engage in the locked position for undetermined reasons.","Aircraft - Aircraft systems - Landing gear system - Landing gear actuator - Malfunction, Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"37.953055999999997","-107.90555500000001","BEECH","1900D","AIR","TEX","TELLURIDE RGNL","false","2","TP","SCHD",,"121","Substantial","VMC","GREAT LAKES AVIATION LTD","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87932","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87932/pdf"
"CEN13LA525","ACC","87974","2013-09-01T12:00:00Z","Boulder","Colorado","United States",,"N6460A","33260","false","Aviation","DirectorBrief","2014-02-03T05:00:00Z","2013-12-13T17:21:00Z","Minor","0","0","1","1","0","The pilot's failure to adequately clear carburetor icing, resulting in a loss of engine power on final approach following a descent at idle power.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Inoperative, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot",,"39.908889000000002","-105.117225","CESSNA","182","AIR","BDU","Boulder Municipal","false","1","REC",,"SKYD","091","Substantial","VMC","N6460A LLC","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87974","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87974/pdf"
"ENG13IA036","INC","87963","2013-08-30T22:10:00Z","Aguadilla","Puerto Rico","United States",,"PH-MCW","48788","false","Aviation","DirectorBrief","2016-04-04T04:00:00Z","2016-04-04T17:38:00Z","None","0","0","0",,"0","an insufficiently robust flange attachment hardware design, which failed to contain engine components that were liberated during an LPT mechanical failure, resulting in engine/nacelle uncontainment. 

A factor in the incident was the lack of a module-level LPT inspection and the lack of an inspection requirement to detect/monitor  the LPT S4 for advanced sulfidation attack.","Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Fatigue/wear/corrosion, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Damaged/degraded, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Failure, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Design, Aircraft - Aircraft power plant - Engine (turbine/turboprop) - Turbine section - Inadequate inspection",,"18.494721999999999","-67.129446999999999","BOEING COMPANY, LONG BEACH DIV","BOEING MD-11","AIR","BQN","RAFAEL HERNANDEZ","false",,"TF","SCHD",,"129","Minor","Unknown","Martinair Holland N.V.","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87963","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87963/pdf"
"CEN13LA568","ACC","88161","2013-08-28T08:45:00Z","Gould","Arkansas","United States",,"N9119B","802-0100","false","Aviation","DirectorBrief","2014-01-30T05:00:00Z","2013-12-16T17:18:00Z","None","0","0","0","0","0","The failure of a bearing in the fuel control unit, which resulted in fuel starvation and a total loss of engine power.","Aircraft - Aircraft power plant - Engine fuel and control - Fuel control/carburetor - Failure, Aircraft - Fluids/misc hardware - Fluids - Fuel - Not specified",,"33.986946000000003","-91.559721999999994","AIR TRACTOR INC","AT 802","AIR",,,"false","1","TP",,"AAPL","137","Substantial","VMC","Triple J Flying Service","Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=88161","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/88161/pdf"
"ANC13CA087","ACC","87887","2013-08-27T14:00:00Z","Bethel","Alaska","United States",,"N734Q","1395","false","Aviation","DirectorBrief","2013-12-19T05:00:00Z","2013-11-26T14:17:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control and crosswind compensation during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Crosswind correction - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"60.781944000000003","-161.74305699999999","DEHAVILLAND","DHC-2 MK. I(L20A)","AIR",,,"false","1","REC",,"POSI","091","Substantial","VMC","PTARMIGAN AIR LLC","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87887","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87887/pdf"
"CEN13FA509","ACC","87874","2013-08-27T12:20:00Z","Paris","Illinois","United States",,"N229H","421C0088","false","Aviation","DirectorBrief","2015-06-01T04:00:00Z","2015-05-18T13:03:00Z","Fatal","1","0","0","1","0","The pilot's failure to abort the takeoff during the ground roll after detecting the airplane's degraded performance. Contributing to the accident was the pilot's decision to attempt a flight with a known problem with the left engine and the likely partial loss of left engine power for reasons that could not be determined during the postaccident examination of the engine.","Not determined - Not determined - (general) - (general) - Unknown/Not determined, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",,"39.701388999999999","-87.650558000000004","CESSNA","421C","AIR","PRG","Edgar County Airport","false","2","TP",,"BUS","091","Destroyed","VMC","RSB Aviation, Inc.","Initial Climb","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87874","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87874/pdf"
"WPR13FA388","ACC","87866","2013-08-26T14:30:00Z","Desert Center","California","United States",,"N61VT","AA1A-0047","false","Aviation","DirectorBrief","2015-07-30T04:00:00Z","2015-07-14T20:47:00Z","Fatal","2","0","0","2","0","The pilot's abrupt maneuver, which resulted in an accelerated stall and a loss of airplane control at low altitude.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Personnel issues - Action/decision - Action - Incorrect action performance - Pilot, Personnel issues - Physical - Health/Fitness - Use of medication/drugs - Pilot",,"33.380001","-115.364997","AMERICAN AVIATION","AA-1A","AIR",,,"false","1","REC",,"OWRK","091","Substantial","VMC","Michael Cyr","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87866","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87866/pdf"
"ANC13LA085","ACC","87886","2013-08-23T17:00:00Z","Tokotna","Alaska","United States",,"N35952","U20602825","false","Aviation","DirectorBrief","2015-09-08T04:00:00Z","2015-08-04T20:22:00Z","None","0","0","0","0","0","A total loss of engine power due to the failure of the crankshaft, which resulted from a mechanic’s application of insufficient torque on the cylinder through bolts.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip engine power section - Failure, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Incorrect service/maintenance, Personnel issues - Task performance - Maintenance - Replacement - Maintenance personnel",,"61.992778000000001","-156.02972399999999","CESSNA","U206F","AIR",,,"false","1","REC","NSCH",,"135","Substantial","VMC","Yute Air Taxi","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87886","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87886/pdf"
"WPR13LA382","ACC","87846","2013-08-22T11:50:00Z","Boise","Idaho","United States",,"N922MA","U20603467","false","Aviation","DirectorBrief","2015-12-17T05:00:00Z","2015-11-24T14:53:00Z","None","0","0","0","0","0","The mechanical failure of the nose landing gear for reasons that could not be determined because impact damage prevented a complete examination.","Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Failure",,"43.564166999999998","-116.22277800000001","CESSNA","206","AIR","BOI","Boise Air Terminal","false","1","REC","NSCH",,"135","Substantial","VMC","McCall Air","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87846","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87846/pdf"
"CEN13LA504","ACC","87861","2013-08-22T09:45:00Z","Walnut Ridge","Arkansas","United States",,"N8402K","687B","false","Aviation","DirectorBrief","2014-01-30T05:00:00Z","2013-12-13T16:41:00Z","None","0","0","0","0","0","The pilot's failure to properly set the engine power for takeoff, which resulted in the airplane subsequently settling into terrain.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Powerplant parameters - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"36.124442999999999","-90.925003000000004","GULFSTREAM-SCHWEIZER A/C CORP","GULFSTREAM AM G-164B","AIR","ARG","Walnut Ridge Regional Airport","false","1","REC",,"AAPL","137","Substantial","VMC",,"Takeoff","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87861","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87861/pdf"
"CEN13LA500","ACC","87837","2013-08-16T18:30:00Z","Brooklyn","Iowa","United States",,"N2070K","206-0196","false","Aviation","DirectorBrief","2014-08-07T04:00:00Z","2014-04-02T19:30:00Z","Fatal","1","0","0","1","0","The improper routing of the seatbelt, which resulted in the inadvertent deployment of the reserve parachute, and the open jump door, which allowed the passenger to be pulled from the airplane.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Passenger, Aircraft - Aircraft systems - Equipment/furnishings - Passenger compartment equip - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot",,"41.745555000000003","-92.409164000000004","CESSNA","206","AIR",,,"false","1","REC",,"POSI","091","Minor","VMC","Sky Dive Iowa Inc","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87837","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87837/pdf"
"ANC13CA082","ACC","87849","2013-08-15T17:40:00Z","Sleetmute","Alaska","United States",,"N185SN","185-01943","false","Aviation","DirectorBrief","2013-12-02T05:00:00Z","2013-11-20T14:18:00Z","None","0","0","0","0","0","The pilot's failure to maintain directional control during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",,"61.700279000000002","-159.16583199999999","CESSNA","185","AIR",,,"false","1","REC",,"BUS","091","Substantial","VMC","David Henley","Landing","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87849","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87849/pdf"
"DCA13MA133","ACC","87780","2013-08-14T05:40:00Z","Birmingham","Alabama","United States","AAR1402","N155UP","0841","true","Aviation","Report","2015-02-03T05:00:00Z","2014-02-20T13:25:00Z","Fatal","2","0","0","2","0","the flight crew's continuation of an unstabilized approach and their failure to monitor the aircraft's altitude during the approach, which led to an inadvertent descent below the minimum approach altitude and subsequently into terrain. Contributing to the accident were (1) the flight crew's failure to properly configure and verify the flight management computer for the profile approach; (2) the captain's failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured; (3) the flight crew's expectation that they would break out of the clouds at 1,000 feet above ground level due to incomplete weather information; (4) the first officer's failure to make the required minimums callouts;  (5) the captain's performance deficiencies likely due to factors including, but not limited to, fatigue, distraction, or confusion, consistent with performance deficiencies exhibited during training; and (6) the first officer's fatigue due to acute sleep loss resulting from her ineffective off-duty time management and circadian factors.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Flight crew, Aircraft - Aircraft systems - Navigation system - Flt management computing sys - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of automation - Flight crew, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - (general) - Awareness of condition, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Low ceiling - Accuracy of related info, Personnel issues - Task performance - Communication (personnel) - Lack of communication - Copilot, Personnel issues - Task performance - (general) - (general) - Pilot, Personnel issues - Physical - Alertness/Fatigue - Lack of sleep - Copilot, Organizational issues - Support/oversight/monitoring - Training - (general) - Operator, Organizational issues - Support/oversight/monitoring - Oversight - Oversight of operation - FAA/Regulator, Aircraft - Aircraft systems - Navigation system - Ground proximity system - Related maintenance info",,"33.563887999999999","-86.802222999999998","AIRBUS","A300 - F4 622R","AIR","BHM","Birmingham-Shuttlesworth Inter","false","2","TF","NSCH",,"121","Destroyed","Unknown","UNITED PARCEL SERVICE CO","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87780","https://www.ntsb.gov/investigations/Pages/DCA13MA133.aspx"
"CEN13LA519","ACC","87945","2013-08-13T16:30:00Z","Eagle Lake","Texas","United States",,"N8222K","617-B","false","Aviation","DirectorBrief","2016-06-16T04:00:00Z","2016-05-02T16:22:00Z","None","0","0","0","0","0","The failure of one of the engine cylinders, which resulted in the total loss of engine power and subsequent forced landing.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Failure, Environmental issues - Physical environment - Terrain - (general) - Contributed to outcome",,"29.521667000000001","-96.205832999999998","GULFSTREAM-SCHWEIZER","GULFSTREAM AM G 164B","AIR","kela","Eagle Lake","false",,,,"POSI","091","Substantial","VMC","HICKS LOWELL DBA","Enroute","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87945","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87945/pdf"
"WPR13FA370","ACC","87775","2013-08-13T12:30:00Z","Paradise","California","United States",,"N9607S","52","false","Aviation","DirectorBrief","2015-03-10T04:00:00Z","2015-03-06T17:17:00Z","Fatal","2","0","0","2","0","The pilot's failure to maintain airplane control during low-altitude maneuvering after encountering an updraft.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Updraft - Effect on equipment, Environmental issues - Conditions/weather/phenomena - Wind - Updraft - Contributed to outcome",,"39.70111","-121.673332","CHAMPION","7GCAA","AIR","CIC","CHICO MUNI","false","1","REC",,"AOBV","091","Destroyed","VMC","AA Aerial Surveillance, LLC.","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87775","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87775/pdf"
"CEN13LA484","ACC","87762","2013-08-12T14:22:00Z","Larchwood","Iowa","United States",,"N5610X","5098R","false","Aviation","DirectorBrief","2014-10-27T04:00:00Z","2014-08-28T17:15:00Z","None","0","0","0","0","0","A complete loss of engine power during an agricultural application flight for reasons that could not be determined because postaccident examinations did not reveal any anomalies that would have precluded normal operation.","Not determined - Not determined - (general) - (general) - Unknown/Not determined",,"43.401943000000003","-96.409446000000003","ROCKWELL INTERNATIONAL","S-2R","AIR","RRQ","Rock Rapids Municipal","false","1","TP",,"AAPL","137","Substantial","VMC","Crop Dusters LLC","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87762","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87762/pdf"
"WPR13FA368","ACC","87760","2013-08-12T12:30:00Z","West Yellowstone","Montana","United States",,"N3226C","D-3891","false","Aviation","DirectorBrief","2015-10-28T04:00:00Z","2015-10-15T17:39:00Z","Fatal","1","1","0","2","0","The pilot's failure to maintain airplane control while aligning the airplane with the runway for landing, which resulted in the airplane exceeding its critical angle of attack and experiencing an aerodynamic stall. Contributing to the accident was the pilot's distraction during landing due to the effects of an inoperative generator.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft systems - Electrical power system - AC generation system - Failure, Personnel issues - Psychological - Attention/monitoring - Monitoring equip/instruments - Pilot",,"44.702776999999998","-111.10805499999999","BEECH","E35","AIR","WYS","Yellowstone Airport","false","1","REC",,"BUS","091","Substantial","VMC","Avery Enterprises Inc","Approach","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87760","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87760/pdf"
"CEN13LA464","ACC","87698","2013-08-06T09:56:00Z","Santa Teresa","New Mexico","United States",,"N3789E","36-7960078","false","Aviation","DirectorBrief","2013-12-02T05:00:00Z","2013-09-25T14:20:00Z","None","0","0","0","0","0","The pilot’s failure to maintain clearance from a tree at the completion of an agricultural spray run. Contributing to the accident was the pilot’s decision to accept a high level of risk to spray a small field bordered by multiple obstacles and his fatigue due to interrupted sleep the night before the accident.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Response/compensation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Physical - Alertness/Fatigue - (general) - Pilot",,"31.882777999999998","-106.631111","PIPER","PA-36-300","AIR",,,"false","1","REC",,"AAPL","137","Substantial","VMC","Roger Zeledon","Maneuvering","Completed",,"Final","https://data.ntsb.gov/Docket?ProjectID=87698","https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/87698/pdf"
